term,sage,freq
sandwich,1.38469466417,25
marketer,1.38469466417,25
candy,1.38469466417,25
disappointment,1.38442961972,57
appealing,1.38328451,126
ingredient,1.38328451,126
color,1.37713397332,386
calorie,1.37693483282,35
sale,1.37489714457,634
soda,1.37454099875,40
display,1.37038075105,122
honest,1.36866810759,142
washing,1.35582229566,83
portray,1.35351588677,43
attract,1.35256774152,941
dirt,1.35202754075,33
sue,1.35086178362,28
catalog,1.34915266192,23
donalds,1.34915266192,23
allure,1.34915266192,23
axe,1.34915266192,23
prducts,1.34640345531,18
tyre,1.34640345531,18
potato,1.34640345531,18
buy,1.3441782979,6472
misguide,1.34124055799,13
vacuum,1.34124055799,13
flyer,1.34124055799,13
spectator,1.34124055799,13
brochure,1.34124055799,13
appealling,1.34124055799,13
coments,1.34124055799,13
campaings,1.34124055799,13
lip,1.34124055799,13
producters,1.34124055799,13
comsumers,1.34124055799,13
seem,1.3344856674,4882
lie,1.33355098371,792
dress,1.33268966055,107
client,1.332191341,201
consomation,1.32790077769,8
commericials,1.32790077769,8
colorfully,1.32790077769,8
wendy,1.32790077769,8
audiuness,1.32790077769,8
leather,1.32790077769,8
advirtisors,1.32790077769,8
advertiesement,1.32790077769,8
asymmetric,1.32790077769,8
wax,1.32790077769,8
advertisemts,1.32790077769,8
crest,1.32790077769,8
retouch,1.32790077769,8
bleaching,1.32790077769,8
yogurt,1.32790077769,8
produsts,1.32790077769,8
prodeucts,1.32790077769,8
ciggerate,1.32790077769,8
conceal,1.32790077769,8
adversitment,1.32790077769,8
bords,1.32790077769,8
tahat,1.32790077769,8
juan,1.32790077769,8
clothe,1.32790077769,8
adversitments,1.32790077769,8
phony,1.32790077769,8
truthfull,1.32790077769,8
adverstisers,1.32790077769,8
adevertisement,1.32790077769,8
oily,1.32790077769,8
subconcious,1.32790077769,8
certine,1.32790077769,8
shoose,1.32790077769,8
liers,1.32790077769,8
whichs,1.32790077769,8
ink,1.32790077769,8
advertaisement,1.32790077769,8
glorify,1.32790077769,8
awe,1.32790077769,8
tecnologie,1.32790077769,8
adversisements,1.32790077769,8
shap,1.32790077769,8
aldi,1.32790077769,8
dissatisfaction,1.32790077769,8
produc,1.32790077769,8
poducts,1.32790077769,8
magagine,1.32790077769,8
taco,1.32790077769,8
longing,1.32790077769,8
creme,1.32790077769,8
bridgestone,1.32790077769,8
adverstisment,1.32790077769,8
dvertisements,1.32790077769,8
fabulous,1.31649702136,26
mi,1.31649702136,26
supplier,1.31450170084,44
promotion,1.3124475757,170
reliability,1.30867291466,39
appeal,1.30439104828,176
television,1.30224641571,1115
print,1.28902402651,89
coloured,1.28772430539,16
unconsciously,1.28772430539,16
merchandise,1.28772430539,16
elegant,1.28772430539,16
coustomers,1.28772430539,16
shower,1.28772430539,16
functionality,1.28772430539,16
label,1.27550861857,24
custumers,1.27550861857,24
microwave,1.27550861857,24
brush,1.26962243093,32
colorful,1.26796167828,106
marketing,1.26759171735,682
channel,1.26689354857,114
buying,1.26014141988,72
illusion,1.25940184224,80
photo,1.25751822769,112
beautifull,1.2524598448,51
charming,1.25225090734,35
mouth,1.25225090734,35
pen,1.25203198409,27
magical,1.25203198409,27
disappointing,1.25203198409,27
bull,1.25156534267,19
hart,1.25156534267,19
processor,1.25156534267,19
overstate,1.24996554635,11
underwear,1.24996554635,11
semm,1.24996554635,11
convence,1.24996554635,11
recived,1.24996554635,11
banner,1.24996554635,11
fraud,1.24996554635,11
compnies,1.24996554635,11
irresistable,1.24996554635,11
qualitiy,1.24996554635,11
spears,1.24996554635,11
smoker,1.24996554635,11
deceptive,1.24996554635,11
tasteful,1.24996554635,11
quality,1.24783601872,1846
smooth,1.24370535558,62
mp3,1.243114997,113
medication,1.24042596405,89
supermarket,1.23919291415,159
newspaper,1.23771797672,606
ugly,1.23764596806,38
untrue,1.23333061063,30
tall,1.23333061063,30
wash,1.22890806733,114
hype,1.22557834446,22
dust,1.22557834446,22
drink,1.2232989031,492
attractive,1.2228779496,647
graphic,1.21092026066,66
logo,1.20747857118,14
loyal,1.20747857118,14
shelf,1.20747857118,14
announcement,1.20747857118,14
flashy,1.20747857118,14
clientele,1.20747857118,14
complitely,1.20747857118,14
productors,1.20747857118,14
blow,1.20603696463,25
convince,1.20564343751,514
pound,1.20544046166,36
white,1.20175057914,149
toy,1.19867786096,210
saw,1.19478483737,725
trustable,1.18099428134,17
wipe,1.18099428134,17
incite,1.18099428134,17
noodle,1.18099428134,17
thirsty,1.18099428134,17
beckham,1.18099428134,17
trust,1.17924308689,397
colour,1.1718548186,135
illegal,1.16870992901,34
spot,1.16869936668,380
vegetable,1.16486481816,51
warranty,1.16298562352,20
deception,1.16298562352,20
cool,1.1613160147,167
snack,1.16042704648,37
omit,1.16042704648,37
purchase,1.15540429426,440
picture,1.15494729168,897
defect,1.15342576006,40
hide,1.14428823873,266
atractive,1.14224163348,46
flaw,1.14224163348,46
jordan,1.14015007719,26
smell,1.13641476256,95
laptop,1.13370745282,52
wear,1.12245549736,235
chip,1.12155006347,64
highlight,1.12046100402,125
impress,1.11707261461,102
beer,1.11706903706,70
thire,1.11704639269,38
impression,1.1106582628,304
tricky,1.11041209448,44
burgerking,1.10645631532,6
immoral,1.10645631532,6
visuals,1.10645631532,6
proffits,1.10645631532,6
poduct,1.10645631532,6
visuality,1.10645631532,6
intrusive,1.10645631532,6
jacket,1.10645631532,6
custmer,1.10645631532,6
shave,1.10645631532,6
catalogu,1.10645631532,6
eu,1.10645631532,6
homeshopping,1.10645631532,6
priscription,1.10645631532,6
hamburguer,1.10645631532,6
adversisement,1.10645631532,6
strongness,1.10645631532,6
perfum,1.10645631532,6
ingrediants,1.10645631532,6
bead,1.10645631532,6
channals,1.10645631532,6
nicole,1.10645631532,6
adv,1.10645631532,6
persude,1.10645631532,6
advertiesements,1.10645631532,6
simpson,1.10645631532,6
convenced,1.10645631532,6
pictuer,1.10645631532,6
brendt,1.10645631532,6
ckeck,1.10645631532,6
costmors,1.10645631532,6
faulty,1.10645631532,6
qeuality,1.10645631532,6
broduct,1.10645631532,6
visiual,1.10645631532,6
clame,1.10645631532,6
cappucino,1.10645631532,6
camaras,1.10645631532,6
naomi,1.10645631532,6
cuality,1.10645631532,6
strawberry,1.10645631532,6
prodoct,1.10645631532,6
cremes,1.10645631532,6
eyelash,1.10645631532,6
bleach,1.10645631532,6
misconduct,1.10645631532,6
cunsomers,1.10645631532,6
fornitures,1.10645631532,6
thiner,1.10645631532,6
edit,1.10645631532,6
commericals,1.10645631532,6
produtc,1.10645631532,6
stratege,1.10645631532,6
bla,1.10645631532,6
blender,1.10645631532,6
advertisents,1.10645631532,6
exaggurated,1.10645631532,6
beaty,1.10645631532,6
dupe,1.10645631532,6
propriety,1.10645631532,6
gullible,1.10645631532,6
pear,1.10645631532,6
consumers,1.10645631532,6
tobaco,1.10645631532,6
launced,1.10645631532,6
panacea,1.10645631532,6
shining,1.10645631532,6
proucts,1.10645631532,6
thicken,1.10645631532,6
noname,1.10645631532,6
weasal,1.10645631532,6
kilogram,1.10645631532,6
advertisenments,1.10645631532,6
jenifer,1.10645631532,6
dishonesty,1.10645631532,6
advetising,1.10645631532,6
advetise,1.10645631532,6
jennifer,1.10645631532,6
slimming,1.10645631532,6
advertisemetns,1.10645631532,6
consument,1.10645631532,6
cutomers,1.10645631532,6
manufacure,1.10645631532,6
prouducts,1.10645631532,6
advertisememts,1.10645631532,6
unbreakable,1.10645631532,6
odour,1.10645631532,6
chi,1.10645631532,6
promot,1.10645631532,6
tabloides,1.10645631532,6
adverisment,1.10645631532,6
levi,1.10645631532,6
cacao,1.10645631532,6
shaving,1.10645631532,6
custommer,1.10645631532,6
desapointed,1.10645631532,6
sofe,1.10645631532,6
pringles,1.10645631532,6
shinny,1.10645631532,6
refundable,1.10645631532,6
expedient,1.10645631532,6
staffed,1.10645631532,6
qualitz,1.10645631532,6
shrimp,1.10645631532,6
cigarrets,1.10645631532,6
pacage,1.10645631532,6
jessica,1.10645631532,6
companey,1.10645631532,6
blemish,1.10645631532,6
humberger,1.10645631532,6
apeal,1.10645631532,6
orignal,1.10645631532,6
coolness,1.10645631532,6
choclates,1.10645631532,6
nextle,1.10645631532,6
caffeine,1.10645631532,6
creamy,1.10645631532,6
customors,1.10645631532,6
wieght,1.10645631532,6
campell,1.10645631532,6
jordon,1.10645631532,6
verizon,1.10645631532,6
maginificant,1.10645631532,6
custemer,1.10645631532,6
faithful,1.10645631532,6
everywere,1.10645631532,6
shupimp,1.10645631532,6
chennel,1.10645631532,6
coupon,1.10645631532,6
kcal,1.10645631532,6
instade,1.10645631532,6
stilist,1.10645631532,6
advetisment,1.10645631532,6
advertiements,1.10645631532,6
decive,1.10645631532,6
weigth,1.10645631532,6
computor,1.10645631532,6
halo,1.10645631532,6
cigarrettes,1.10645631532,6
advertusements,1.10645631532,6
productor,1.10645631532,6
110,1.10645631532,6
handset,1.10645631532,6
probablz,1.10645631532,6
procucts,1.10645631532,6
estimation,1.10645631532,6
conditionars,1.10645631532,6
advertesements,1.10645631532,6
emphatic,1.10645631532,6
tastefull,1.10645631532,6
thinck,1.10645631532,6
falut,1.10645631532,6
adversitements,1.10645631532,6
paccage,1.10645631532,6
scent,1.10645631532,6
markiting,1.10645631532,6
exagorate,1.10645631532,6
effectiveness,1.10337752913,53
magic,1.09590999332,68
inmediately,1.09338675922,9
compony,1.09338675922,9
eatable,1.09338675922,9
sneaker,1.09338675922,9
adverisments,1.09338675922,9
potatoe,1.09338675922,9
miraculous,1.09338675922,9
fda,1.09338675922,9
funtion,1.09338675922,9
hook,1.09338675922,9
convertible,1.09338675922,9
cheater,1.09338675922,9
polish,1.09338675922,9
seel,1.09338675922,9
hoarding,1.09338675922,9
comanies,1.09338675922,9
stereo,1.09338675922,9
unconciously,1.09338675922,9
intentionally,1.09338675922,9
beautify,1.09338675922,9
cheapper,1.09338675922,9
rash,1.09338675922,9
pencil,1.09338675922,9
componies,1.09338675922,9
wrap,1.09338675922,9
remover,1.09338675922,9
actractive,1.09338675922,9
comapny,1.09338675922,9
colorfull,1.09338675922,9
bas,1.09338675922,9
softly,1.09338675922,9
publisher,1.09338675922,9
extravagant,1.09338675922,9
advirtisement,1.09338675922,9
concurrents,1.09338675922,9
remove,1.08853916246,95
envisage,1.08705453508,12
overrate,1.08705453508,12
rumor,1.08705453508,12
tape,1.08705453508,12
mart,1.08705453508,12
brainwash,1.08705453508,12
silk,1.08705453508,12
soft,1.08648198349,107
super,1.08449105758,122
maker,1.08415140718,125
imitation,1.0834208371,15
prescription,1.0834208371,15
saling,1.0834208371,15
orginal,1.0834208371,15
rationally,1.0834208371,15
dissappointed,1.0834208371,15
neutral,1.0834208371,15
convice,1.08108090131,18
mortgage,1.08108090131,18
naked,1.08108090131,18
gurantee,1.08108090131,18
telivision,1.07945341694,21
audio,1.0782580278,24
tag,1.0782580278,24
cute,1.07734365783,27
immediatly,1.07603807913,33
colourful,1.07480674271,42
artificial,1.07425150479,48
pretend,1.07308848465,69
trap,1.07287903132,75
camera,1.0723021671,99
company,1.0683822602,6423
star,1.06639829557,322
truth,1.06553176654,575
food,1.06161902659,1515
show,1.05148016334,4640
ethical,1.05072011384,70
reader,1.04876989758,64
sample,1.04343211308,52
kitchen,1.0416605199,49
broadcast,1.03731465162,43
ipod,1.03369046878,80
actor,1.03199864065,194
sony,1.03141976453,37
clothing,1.02878397487,71
capitalist,1.02760531797,34
appearence,1.02760531797,34
announce,1.02684375668,68
profit,1.02476555323,727
size,1.01904192041,205
store,1.01861605523,466
laundry,1.01717322077,28
feature,1.01445201282,486
fancy,1.01350073627,106
promote,1.01149829864,462
resturants,1.00976134823,25
newpaper,1.00976134823,25
trendy,1.00976134823,25
reality,1.00588341775,799
digital,1.00572542447,47
watch,1.00567448242,1382
lighting,0.999909489302,22
coffee,0.998681850151,85
female,0.988696438613,38
really,0.98727226408,7940
protein,0.986128583876,19
evoke,0.986128583876,19
caracteristics,0.986128583876,19
rappresented,0.986128583876,19
shocked,0.986128583876,19
icecream,0.986128583876,19
cookie,0.984479327835,54
beautiful,0.984081212003,706
strategy,0.980949452092,341
convey,0.979336140373,118
medium,0.977861033695,610
campaign,0.966408110613,148
wow,0.965321216566,16
marketting,0.965321216566,16
attact,0.965321216566,16
conditioner,0.965321216566,16
shade,0.965321216566,16
seduce,0.965321216566,16
overestimate,0.965321216566,16
photograph,0.965321216566,16
sweet,0.960604256899,71
representation,0.959234211792,29
junk,0.959234211792,29
clothes,0.958829018126,330
tactic,0.957103351312,42
taste,0.95666208157,593
fantastic,0.951068093033,117
maximize,0.947241207828,39
cheese,0.947241207828,39
correspond,0.947241207828,39
competitor,0.945901242725,137
package,0.945154386675,124
suv,0.935451315526,36
inform,0.935421446051,161
emphasize,0.930858659629,211
blade,0.929435326481,13
cholesterol,0.929435326481,13
appereance,0.929435326481,13
cooler,0.929435326481,13
zou,0.923351712965,23
inaccurate,0.923351712965,23
firm,0.909539176163,472
impressed,0.909014057909,50
induce,0.906918131866,40
plastic,0.903416686821,67
bread,0.903416686821,67
miracle,0.90314325621,30
target,0.901394030645,249
enterprise,0.895972196377,91
credibility,0.89425880438,20
appearance,0.892376144477,98
actual,0.885841184354,313
market,0.881791411142,1779
description,0.880938349594,68
misunderstand,0.878243149561,51
woman,0.869145104183,582
unrealistic,0.867597082786,41
pop,0.867597082786,41
page,0.866688328921,79
carefull,0.864359072614,48
purpose,0.861228228015,859
resistant,0.84872132339,24
thair,0.848661247116,17
exhibit,0.848517698727,31
informative,0.848343719871,38
consumistic,0.840491604114,10
disguise,0.840491604114,10
makeup,0.840491604114,10
deliberately,0.840491604114,10
especial,0.840491604114,10
diffuse,0.840491604114,10
imaging,0.840491604114,10
televion,0.840491604114,10
favorate,0.840491604114,10
wight,0.840491604114,10
souces,0.840491604114,10
dissapointment,0.840491604114,10
mud,0.840491604114,10
medcine,0.840491604114,10
persuasion,0.840491604114,10
pupose,0.840491604114,10
superstar,0.840491604114,10
loyalty,0.840491604114,10
shareholder,0.840491604114,10
alcoholic,0.840491604114,10
advatage,0.840491604114,10
prince,0.840491604114,10
manufacturer,0.839556535652,179
look,0.836066017054,4484
letter,0.82931199982,81
cleaner,0.82915055405,42
photography,0.82474803769,35
medias,0.822291056199,60
nice,0.820246812637,706
verify,0.818549937677,53
careful,0.807862997326,183
fantasy,0.80623594439,39
warning,0.803117856593,21
everday,0.803117856593,21
producted,0.803117856593,21
restrant,0.803117856593,21
erase,0.803117856593,21
deside,0.803117856593,21
nano,0.803117856593,21
sweat,0.803117856593,21
salesman,0.803117856593,21
cellphone,0.800478421737,50
specification,0.800478421737,50
eye,0.791340957805,422
ice,0.790737648267,105
presentation,0.790737648267,105
reflect,0.789517017218,262
property,0.785687548302,120
donald,0.779391164263,47
rat,0.778001154966,36
equipment,0.77687812412,106
perfect,0.77543551724,648
influence,0.774776630528,711
furniture,0.77471170521,25
appear,0.765441516087,597
commodity,0.765053920661,66
claim,0.761654973204,513
technique,0.758618363049,335
user,0.756411968373,186
bouth,0.755734345281,14
photographer,0.755734345281,14
disclose,0.755734345281,14
prise,0.755734345281,14
usefullness,0.755734345281,14
asume,0.755734345281,14
superiority,0.75559358437,29
decorate,0.74196286122,33
effect,0.741086809608,1288
mall,0.733519942052,113
capitalism,0.732797145189,56
shine,0.731803385107,37
box,0.729537376413,140
meal,0.729537376413,140
attention,0.726835985815,931
reallly,0.724253495796,18
nutrition,0.724253495796,18
refrigerator,0.724253495796,18
chicken,0.724253495796,18
wa,0.724253495796,18
muscle,0.723962587502,41
cloth,0.723340530443,64
object,0.723090728036,359
card,0.720295223795,91
unfair,0.719526906766,68
tiny,0.71617677857,72
menu,0.712688207785,49
weakness,0.706060866765,88
model,0.70516927149,616
capture,0.699424825316,65
x,0.699424825316,65
sponsor,0.699317038929,26
promising,0.693226344925,30
phone,0.690442143904,399
describe,0.689224935483,364
flavor,0.688944003791,34
real,0.688112421964,2271
anti,0.685777644178,38
function,0.685685828691,361
pod,0.68334524512,42
incredible,0.68180651401,125
better,0.67954069228,11097
tempt,0.678568889642,54
ture,0.676560907505,62
launch,0.671947018732,98
drug,0.662383304066,275
consumption,0.660489709597,167
victim,0.650193460692,59
boost,0.647205163606,51
powerfull,0.647205163606,51
fascinate,0.642684296769,43
catch,0.641433243691,324
realy,0.641234952086,153
shop,0.640529724097,422
angry,0.639800129602,92
meat,0.639414020692,39
plate,0.634978129706,35
make,0.63203566642,18598
male,0.628560588464,31
impressive,0.626280650508,64
web,0.625549215115,97
fan,0.623043870989,60
reputation,0.622290099386,122
humankind,0.619202221613,56
legal,0.619019627311,85
convincing,0.614562119553,52
everywhere,0.610284533898,394
smoking,0.608833098013,48
characteristic,0.60450494724,291
contain,0.604503723207,224
animation,0.596161089992,23
legally,0.596161089992,23
bat,0.596161089992,23
decission,0.596161089992,23
dozen,0.596161089992,23
fair,0.591319464817,150
amazing,0.589632036899,201
deliver,0.579852804855,100
phrase,0.579852804855,100
insurance,0.578554022605,83
punish,0.578412229689,36
negative,0.574788950573,473
check,0.572885805295,212
film,0.567914057592,174
thin,0.55973859603,71
piece,0.5564580682,145
angle,0.551362876641,67
add,0.551144779163,573
upset,0.548380888317,54
pack,0.548380888317,54
grab,0.548380888317,54
subjective,0.548380888317,54
tell,0.547540573436,2031
bad,0.5399825811,1924
original,0.538462664542,138
bright,0.538462664542,138
present,0.537631190082,1544
paper,0.535412744485,284
hungry,0.534028521465,50
cake,0.533065278216,81
dollar,0.532376771259,143
beauty,0.532224993621,174
much,0.530379466284,9092
shock,0.529294821197,59
aim,0.51649938107,503
content,0.51516762441,203
praise,0.514104979346,55
battery,0.512745467102,91
girl,0.511345642587,370
actually,0.509695666146,1645
scene,0.503427210828,87
compete,0.501363408415,273
cleaning,0.498744786065,28
unhealthy,0.498744786065,28
comment,0.498259090995,110
guarantee,0.496837236658,101
bottom,0.494077726936,51
superior,0.487650252483,97
red,0.486557237041,120
consume,0.48059412089,314
realistic,0.478643468454,116
agency,0.477170292265,227
manufacture,0.450354434874,170
eat,0.442278784613,698
restaurant,0.435825066536,396
cover,0.432039388321,287
see,0.426075492102,6387
desire,0.425493929584,553
stimulate,0.418665415498,72
shape,0.416348287307,266
desirable,0.414461686151,77
pretty,0.411024078408,267
cell,0.410555522684,233
side,0.410261640857,910
month,0.409063376931,477
exploit,0.408099746833,87
represent,0.406312627402,263
competition,0.404642142075,640
clean,0.40142925844,465
judge,0.401026125637,210
hear,0.39845684444,643
typical,0.391083700313,157
popularity,0.383806102596,98
surprise,0.38188534993,128
positive,0.373716082193,610
million,0.373682617238,259
mass,0.371148950723,370
rely,0.369320750286,295
introduce,0.366422235305,457
good,0.364889138053,9249
harm,0.361443840739,170
effective,0.360136550217,672
emotional,0.359469167999,89
carefully,0.352719861922,176
potential,0.345581611154,305
fresh,0.345274676366,146
sometimes,0.344690895683,2081
true,0.341845156517,2204
similar,0.341716244354,419
notice,0.337849097534,415
production,0.334925917975,390
harmful,0.33194164811,173
popular,0.331162805826,500
fashion,0.328014760179,189
fine,0.324147778574,132
funny,0.321087963167,195
favorite,0.320343424807,127
light,0.320185818458,326
machine,0.315973050024,453
player,0.307094935223,313
resist,0.29451400568,53
dish,0.29451400568,53
produce,0.285769028373,1001
shopping,0.280676435406,340
low,0.276238701668,520
copy,0.273538006663,90
movie,0.270834461078,571
news,0.26893451858,348
often,0.240210838914,2131
control,0.237091443127,422
owner,0.232562819672,254
medicine,0.227203615717,385
famous,0.221365202553,1124
mention,0.170075259589,1142
testing,0.0740637379954,33
yesterday,0.0740637379954,33
composition,0.0740637379954,33
entice,0.00893642739096,19
dvd,0.00893642739096,19
capitalistic,0.00893642739096,19
charm,0.00893642739096,19
wrongly,0.00893642739096,19
boast,0.00893642739096,19
invisible,0.00893642739096,19
merchant,0.00893642739096,19
orange,0.00893642739096,19
goodness,0.00893642739096,19
