term,sage,freq
grip,0.807631252716,46
helpfull,0.805319879864,89
method,0.80531028529,955
confuse,0.799379027353,156
battle,0.797574891818,62
education,0.79073573615,1892
scholar,0.789154788182,90
resolve,0.78754308883,185
figure,0.783916821141,344
detail,0.777483092984,712
invade,0.775910208723,19
criticise,0.775910208723,19
argumentation,0.775910208723,19
cognitive,0.775592719544,23
pharmacy,0.775592719544,23
darwin,0.775592719544,23
oral,0.775592719544,23
garment,0.775086548877,15
phisics,0.775086548877,15
electron,0.775086548877,15
clinical,0.775086548877,15
heater,0.775086548877,15
exposition,0.775086548877,15
profoundly,0.775086548877,15
scholarship,0.774859757008,31
inportant,0.774356845681,39
experiment,0.773957624007,630
structure,0.772338712477,259
franklin,0.767554557378,11
supervisor,0.767554557378,11
7th,0.767554557378,11
theoritically,0.767554557378,11
germans,0.767554557378,11
worng,0.767554557378,11
practicality,0.767554557378,11
plug,0.767554557378,11
acutually,0.767554557378,11
creativity,0.766592223567,236
core,0.76024768205,112
programming,0.753861687977,76
understandable,0.75270534515,72
write,0.747480553341,724
observation,0.744399322021,101
permanent,0.743724173955,52
approve,0.732770103394,40
resume,0.72691765152,36
thinker,0.72691765152,36
relay,0.72691765152,36
complex,0.726393158675,392
construct,0.722660436332,115
main,0.721203675694,1852
conflict,0.720698351459,111
clearly,0.720236832654,452
equal,0.719855433885,161
puzzle,0.718947423638,32
americans,0.718947423638,32
element,0.716053944103,370
generate,0.71041994831,204
albert,0.707966413663,49
beter,0.707355752675,28
mathematics,0.70662596294,360
mark,0.705442530617,251
link,0.704527493717,268
transfer,0.700856638373,121
remind,0.700845747221,83
modify,0.699254402093,100
unuseful,0.691315144294,41
interpretation,0.691315144294,41
answer,0.689460746036,1480
square,0.68847023853,24
vain,0.68847023853,24
aquired,0.68847023853,24
explaination,0.68847023853,24
apple,0.68688643612,199
concentration,0.680791170917,97
submit,0.679023840071,37
approach,0.678840258361,522
writer,0.677980656704,80
context,0.675980316344,235
root,0.67501622441,106
question,0.673353117163,2343
clarify,0.673325248349,63
tha,0.672154963034,158
french,0.668732180135,193
real,0.667481343264,2202
interpret,0.664065959656,46
creative,0.663160792826,437
worthless,0.66186236138,33
proof,0.661498534245,107
investigate,0.659457858158,81
calculate,0.656547010898,103
essence,0.65482460395,90
chemical,0.652588481237,169
earthquake,0.649623676344,42
alter,0.649623676344,42
similarity,0.64747512978,20
correlate,0.64747512978,20
brick,0.64747512978,20
bug,0.64747512978,20
pump,0.64747512978,20
read,0.646898904203,1243
preparation,0.642999428683,179
secondary,0.638591355274,122
proper,0.638445152815,277
tree,0.636635389524,202
benificial,0.635402338188,29
assignment,0.627710449216,114
crucial,0.627531654413,248
knowladge,0.627300276988,47
throught,0.627300276988,47
simply,0.623395294405,728
occur,0.618281811673,497
intelligent,0.615563614629,133
scientific,0.614697837926,318
paper,0.614353014845,282
cram,0.609904709511,52
implication,0.607161191281,43
elementary,0.606197431327,93
exact,0.605832325246,143
properly,0.601638474504,189
proove,0.60156413079,34
stone,0.601085930192,107
revolution,0.600759459596,180
einstein,0.598899426221,130
operation,0.596969900208,89
connection,0.593087934242,181
deeply,0.589658538494,347
relevant,0.588255806355,154
capability,0.58545465036,182
evaluate,0.583806751776,136
afterwards,0.581876300001,76
critically,0.581142262073,25
essential,0.580724906448,604
easily,0.580591240868,1549
fot,0.578914520489,39
relate,0.576599076048,1131
correct,0.574852232847,416
classmate,0.574218900307,95
analysis,0.573335676319,137
complete,0.572049310366,636
perticular,0.56853264422,86
equally,0.566750484914,147
study,0.561368617859,6683
easy,0.560314979363,2576
content,0.556505164159,200
final,0.556109712748,252
background,0.555458699467,493
1,0.554628558705,205
fully,0.554222790868,328
connect,0.549080798637,353
stem,0.548754024294,30
oxygen,0.548754024294,30
information,0.542928246486,3346
examine,0.542433286718,97
physics,0.540249268087,78
useful,0.536893220932,1200
robot,0.536077625019,83
mechanic,0.535881902276,59
reasearch,0.532050924795,35
thoroughly,0.532050924795,35
melt,0.532050924795,35
step,0.53038629066,835
usefull,0.524165484774,258
flow,0.522352372274,74
ability,0.521641560916,1457
diferent,0.516637420122,84
science,0.515063661211,1206
develope,0.510958946333,192
geography,0.510667736906,99
discussion,0.510383390836,290
law,0.50991917099,770
able,0.508846104052,4432
phenomenon,0.50758861025,217
happen,0.503892685076,1999
instruction,0.502402018787,65
pure,0.500676439833,70
debate,0.498909155786,164
emphasis,0.497035560695,85
american,0.494858911246,219
surface,0.494723792521,100
thought,0.492288244546,572
objective,0.488523022048,220
material,0.485770287952,495
mistake,0.485748892695,500
notion,0.471773209516,157
faculty,0.471481123748,61
capture,0.471481123748,61
solution,0.470462431386,1163
combine,0.469977762653,228
primary,0.469241743952,218
without,0.469182968296,4058
creation,0.467147260112,122
ball,0.465114662583,112
intellectual,0.462527627507,102
school,0.460709156353,4111
ancestor,0.457727058834,46
table,0.454389436913,82
draw,0.453203950845,282
related,0.453200854888,241
definition,0.451673190543,231
object,0.445472712806,330
animal,0.444617462847,227
thet,0.442218735074,67
key,0.441311147282,450
mind,0.438063248162,2215
plus,0.436203033535,88
adapt,0.433827524133,286
necessary,0.431936428866,1058
rocket,0.431556423554,41
semester,0.431495619252,83
passage,0.425416363525,99
react,0.421530895238,115
unable,0.41253269583,158
complicated,0.409448488468,153
water,0.401298399651,405
prove,0.397261181604,744
ask,0.393742559515,1698
simple,0.389017660747,630
course,0.388442132887,2229
universe,0.386594639372,63
system,0.38497618109,1347
universal,0.383286830112,52
effectively,0.379222713395,194
prepare,0.377130568903,554
ancient,0.374533105908,129
combination,0.374533105908,129
tool,0.372724810175,348
helpful,0.369095625679,508
exercise,0.362200568679,163
discuss,0.3602480381,644
literature,0.355094448445,197
word,0.354470643696,1180
2,0.346939953042,293
refer,0.346554978415,226
reality,0.333212475367,663
creat,0.332577861776,92
know,0.33171706136,14645
describe,0.327210948755,331
vital,0.326099482566,155
deep,0.32085806032,595
rule,0.315143260457,609
note,0.313352090932,156
name,0.31111712303,513
build,0.308770562171,1004
effective,0.307216560782,653
skill,0.303755547703,1338
wrong,0.299531259391,802
form,0.29776903747,902
summarize,0.286972629592,146
capable,0.283132094368,223
sun,0.279866586524,182
light,0.279381079451,318
hit,0.278711770315,116
deal,0.268429239632,976
university,0.26813385179,1847
relation,0.266239454625,207
develop,0.265409019668,2610
research,0.261541411071,1251
situation,0.2543422871,2941
express,0.25100525675,275
later,0.248955017105,748
whereas,0.245687160244,452
illustrate,0.242265665869,264
building,0.234558622185,271
consequence,0.232106931404,462
must,0.225028570398,2937
unless,0.222065643433,347
pass,0.213472426408,642
suppose,0.210616298614,518
completely,0.205823879202,752
sense,0.203930922047,690
particular,0.178163935723,1518
instance,0.17505870268,1876
result,0.1733743789,2369
ca,0.167303626588,1452
require,0.163562047379,1280
example,0.159340255345,11764
tell,0.140702455562,1850
problem,0.12498528048,6471
first,0.00102704584881,6606
opinion,0.000642297958939,4156
something,0.000447072800946,4620
difficult,0.000367628642361,1550
right,0.000356820745938,1572
conclusion,0.000351461825343,2414
general,0.000323998305773,1496
certain,0.000321602866656,1827
whole,0.000307831899077,1207
case,0.000277474871255,2260
focus,0.000241236462834,1108
earth,0.000232183096459,717
point,0.000212412380958,3718
create,0.000179905463681,1702
issue,0.000175544234426,1600
english,0.000145959626401,436
enable,0.00014465820469,332
put,0.000139842263569,1099
truth,0.00013822461887,456
behavior,0.000136304796454,285
accept,0.00013350254083,504
language,0.000130769943841,693
let,0.000123866861598,1701
otherwise,0.000123845938585,353
basically,0.000121788049316,242
matter,0.000119329885196,1337
article,0.000118706897651,244
head,0.000108810386063,198
anything,0.000107326162014,1210
shape,0.000106382482253,252
sentence,0.000105729095923,200
exactly,0.000105395382007,350
judge,0.000104188458032,201
period,0.00010285733991,801
imply,0.000101627749995,315
machine,9.75279566373e-05,430
upon,9.71061665e-05,273
manner,9.62529869414e-05,311
face,9.46859116099e-05,1705
knowlege,9.16318320163e-05,314
room,9.10104799694e-05,247
add,9.04158020631e-05,517
throughout,9.03229323864e-05,210
listen,8.84190805059e-05,376
observe,8.77974018797e-05,309
capacity,8.71096941651e-05,272
instrument,8.66201172091e-05,145
president,8.58993224917e-05,123
list,8.57011766403e-05,213
obtain,8.13402572228e-05,448
realistic,8.13100041923e-05,111
innovative,8.09150301709e-05,291
pattern,7.97362934338e-05,127
exemple,7.9571780326e-05,202
depth,7.95060326868e-05,232
expose,7.88179197282e-05,195
painting,7.82284457939e-05,113
efficient,7.59009239549e-05,474
two,7.58173169432e-05,2541
acquire,7.32784940135e-05,266
kill,7.27210482801e-05,169
demonstrate,7.19343537033e-05,177
conclude,7.17439622198e-05,971
longer,7.15093418446e-05,372
identify,6.97706246975e-05,111
handle,6.93457957135e-05,306
ideal,6.88531047277e-05,179
confused,6.82952862663e-05,82
propose,6.8197165926e-05,127
neither,6.80991276378e-05,172
previously,6.74758286898e-05,105
b,6.67217818693e-05,98
smart,6.57392639455e-05,196
thay,6.49526806097e-05,204
curriculum,6.44595683412e-05,77
arise,6.43290563319e-05,137
ground,6.35424113006e-05,145
successfully,6.20668656551e-05,116
motivate,6.19691786602e-05,161
automatically,6.13127775758e-05,109
interaction,6.12476664245e-05,139
graduation,6.1215124351e-05,154
valuable,6.08901431231e-05,304
forever,6.04935884387e-05,132
term,6.00799407831e-05,679
precise,5.90829766676e-05,73
integrate,5.83288289198e-05,66
writing,5.83288289198e-05,66
temperature,5.83288289198e-05,66
begining,5.75096491558e-05,89
korean,5.74446677647e-05,119
compose,5.60013365231e-05,75
political,5.54827894523e-05,315
directly,5.48582040074e-05,248
review,5.4492975366e-05,61
superior,5.44280817283e-05,91
lifetime,5.36090715741e-05,114
institution,5.27577574615e-05,152
similar,5.22408071268e-05,392
european,5.13465334882e-05,93
king,4.97734288596e-05,109
efficiently,4.9708781252e-05,139
contrary,4.91283272655e-05,409
specie,4.91162319065e-05,57
block,4.91162319065e-05,57
doubt,4.85031238686e-05,342
acknowledge,4.82973201311e-05,80
productive,4.82973201311e-05,80
neccessary,4.82650044343e-05,95
consist,4.81681136797e-05,140
fo,4.75430786835e-05,73
error,4.75430786835e-05,73
thesis,4.74461930753e-05,118
movement,4.72526642128e-05,208
pragmatic,4.68533158247e-05,36
nurse,4.68533158247e-05,36
multiply,4.68533158247e-05,36
bone,4.60668524178e-05,44
description,4.6034559419e-05,59
namely,4.6034559419e-05,59
sens,4.53125639045e-05,37
thorough,4.52480094523e-05,67
respond,4.52157471595e-05,82
curiosity,4.50867929103e-05,142
training,4.50867929103e-05,142
beyond,4.50223697291e-05,172
command,4.45259917834e-05,45
therfore,4.44614789462e-05,75
straight,4.37394392015e-05,53
mix,4.367496787e-05,83
agreement,4.36427468255e-05,98
java,4.30173759155e-05,31
calculation,4.30173759155e-05,31
temporary,4.30173759155e-05,31
infer,4.28884761924e-05,91
wich,4.25347485914e-05,256
sphere,4.22308206371e-05,39
comprehensive,4.21986015643e-05,54
patient,4.18448100279e-05,219
composition,4.14764932802e-05,32
philosophical,4.14764932802e-05,32
attention,4.13814001123e-05,796
black,4.13477198746e-05,92
stable,4.13155509038e-05,107
wil,4.12833912806e-05,122
quickly,4.08660628669e-05,317
shock,4.06577687271e-05,55
encounter,4.04327262206e-05,160
versus,3.99356154467e-05,33
wat,3.99356154467e-05,33
tie,3.99034386847e-05,48
component,3.9839115326e-05,78
vary,3.96784737305e-05,153
knoweledge,3.9181262657e-05,26
drawing,3.9181262657e-05,26
pratical,3.9181262657e-05,26
search,3.91657283863e-05,393
reliable,3.89884154016e-05,116
misunderstanding,3.8394742415e-05,34
punish,3.8394742415e-05,34
clever,3.82983370483e-05,79
italian,3.81699316555e-05,139
contain,3.80416681483e-05,199
thins,3.76403762211e-05,27
poem,3.76082417456e-05,42
deeper,3.76082417456e-05,42
generalize,3.75761174523e-05,57
meaningless,3.68538741849e-05,35
conclution,3.67896571442e-05,65
record,3.67254796996e-05,95
detailed,3.66934053358e-05,110
red,3.66934053358e-05,110
whitout,3.60994945874e-05,28
foster,3.60994945874e-05,28
liquid,3.60994945874e-05,28
reference,3.60032162989e-05,73
experimental,3.53451029689e-05,21
float,3.53451029689e-05,21
konw,3.52809287904e-05,51
intelligence,3.52167948858e-05,81
paragraph,3.51526997358e-05,111
geology,3.45586177557e-05,29
thes,3.45586177557e-05,29
story,3.44178022907e-05,456
poetry,3.38042127313e-05,22
processing,3.38042127313e-05,22
mixture,3.37721521293e-05,37
oder,3.37721521293e-05,37
wood,3.37721521293e-05,37
toefl,3.37401017594e-05,52
